NID,Resource State,Title,Address,Address ZIP,Addr Additional,Addr City,Addr State,URL,Description,Federal and State Technology (FAST) Partnership Program Awardee,Procurement Technical Assistance Center (PTAC),SBA Regional Innovation Cluster,SBA Growth Accelerator,Small Business Development Center (SBDC),State Contact,Manufacturing Extension Partnership (MEP),POCC,B2S,MBC,POC,POC Title,POC Email,POC Phone,POC Fax
1712195,North Dakota,SHARPhub North Dakota,1301 N Columbia Rd.,58202,,Grand Forks,North Dakota,https://med.und.edu/research/research-partnerships.html,"The Sustainable Heartland Accelerator Regional Partnership (SHARP) Hub is a regional biomedical technology transfer accelerator program, funded by National Institutes of Health (NIH), designed to increase the number of biomedical technologies translated and new startups formed in the Dakotas, Kansas, Nebraska, and Oklahoma. Through SHARPhub, entrepreneurs can access training and mentoring, as well as connections with investors and partners, to assist them in spinning out their life science discoveries into startup companies, helping innovators accelerate the transfer of biomedical technology to the commercial market. A significant part of SHARPhub's focus is helping startups develop competitive SBIR (Small Business Innovation Research) and STTR grant applications to provide seed capital to fund R&D. Led by BBC Entrepreneurial Training and Consulting LLC (BBCetc), SHARPhub implements a three-pronged approach to include a mentoring program, an entrepreneurial training curriculum, and networking and outreach tools. These resources are available to universities or regional consortia to develop technology commercialization capacity in the health sciences. In North Dakota, the University of North Dakota (UND) School of Medicine & Health Sciences (SMHS) is the official SHARPhub organization, as well as an official partner for the NIH Great Plains IDeA-CTR, designed to build an effective system and infrastructure that will transform and advance clinical and translational research (CTR) across Nebraska, Kansas, North Dakota, and South Dakota.",No,No,No,No,No,No,No,Yes,No,No,,,,(701) 777-2808,() -
1712197,Ohio,Innovations at Cleveland Clinic,9500 Euclid Ave.,44195,,Cleveland,Ohio,http://www.ncai-cc.ccf.org/,"Cleveland Clinic and its six partner institutions - Case Western Reserve University, The Ohio State University, the University of Cincinnati, Cincinnati Children's Hospital Medical Center, the University of Michigan, and Northwestern University - have established an NIH Center for Accelerated Innovations (NCAI), headquartered at Cleveland Clinic. With the ultimate goal of benefitting patients, the Center is significantly increasing the generation of new products related to priority targets set by the National Heart, Lung, and Blood Institute (NHLBI) of the National Institutes of Health (NIH).

The NCAI-CC Technology Development Program is targeted to assist the validation and advancement of early stage medical technologies to establish commercial product potential. Funding is available for promising NHLBI-related medical technologies directed to the prevention, diagnosis, and treatment of cardiovascular, lung, blood, and sleep disorders spanning the technology range of diagnostics, diagnostic systems, devices, therapeutics, and tools, to facilitate their translation to commercialized products that improve patient care and enhance health.

Expert assistance will be provided in areas required for early technology development and project management, including commercial opportunity assessment, setting milestones, intellectual property protection, clinical and regulatory strategy, payment and reimbursement, business models, and financing.
",No,No,No,No,Yes,No,No,Yes,No,No,,,NCAICC@ccf.org,(216) 444-5322,() -
1712199,Pennsylvania,Pennsylvania Manufacturing Extension Partnership (PA MEP),One College Ave.,17701,DIF 32,Williamsport,Pennsylvania,https://pamep.org/,"The Pennsylvania Manufacturing Extension Partnership (PA MEP) is part of a national network of service providers who are dedicated to serving small and medium sized manufacturers. Experienced MEP specialists help small- to medium-sized manufacturers grow, streamline their processes, increase profitability, create new products, and compete in the global marketplace.

Managed by the Pennsylvania Industrial Resource Center Foundation, the PA MEP is a public-private partnership sponsored by NIST MEP, and also supported by the Pennsylvania Department of Community and Economic Development. To serve the regional diversity of the state's manufacturing base, the PA MEP facilitates the planning, collaboration and coordination of the MEP program among the seven regional Industrial Resource Center (IRC) partners who are regional affiliates strategically focused on meeting the needs of the geographic region. Affiliates include: Catalyst Connection (southwest); Delaware Valley Industrial Resource Center (DVIRC) (southeast); Innovative Manufacturers Center (IMC) (central); MANTEC (south central); Manufacturers Resource Center (MRC) (Lehigh Valley); Northeastern Pennsylvania Industrial Resource Center (NEPIRC) (northeast); and Northwest Pennsylvania Industrial Resource Center (NWIRC) (northwest). 

&nbsp;
",No,No,No,No,No,No,Yes,No,No,No,,,info@pamep.org ,(570) 308-3312,() -
1712201,South Dakota,Defense Alliance,3485 St. Peter St.,55102, Suite 2050,St. Paul,Minnesota,http://defensealliance.com/,"Defense Alliance accelerates commercialization for technology products and services, and contributes to regional economic development by supporting small businesses in the Upper Midwest. While the Defense Alliance is anchored in the Twin Cities of Minneapolis-St Paul, it is focused on technology businesses in South Dakota, North Dakota, Minnesota, and Wisconsin, and emphasizes business development funding for rural small businesses, those in HUBZone and Opportunity Zone designated areas, and those interested in funding opportunities with the U.S. Department of Agriculture.",No,No,Yes,No,No,No,No,No,No,No,,,,(612) 384-4270,() -
1712203,South Dakota,Enterprise Institute (EI),2301 Research Park Way,57006,Suite 114,BrookingsÂ ,South Dakota,http://www.sdei.org/,"The Enterprise Institute is a private, non-profit corporation that provides customized business development, commercialization, and market research services to entrepreneurs, investors, and startup companies in South Dakota.

&nbsp;
",No,No,No,No,No,Yes,No,No,No,No,,,info@sdei.org  ,(605) 697-5015,() -
1712205,South Dakota,South Dakota Biotech Association,2329 N. Career Ave.,57107,Suite 115,Sioux Falls,South Dakota,https://www.sdbio.org/,"The South Dakota Biotech Association strives to establish a strong business and research climate to ensure a rich environment conducive to growth for the biotech industry in South Dakota and around the world. South Dakota Biotech serves a membership which includes business, universities, service providers, and state-wide economic development entities to expand the bioscience industry.

The association aims to initiate progress for members by fostering industry partnerships, supporting research innovations, and working closely with state and federal policy makers through:
' Advocacy, policy and regulation monitoring,
' Access to resources for financing, expansion and commercialization,
' Significant cost-savings programs,
' Connections for collaboration through networking and events, and
' Opportunities and forums for education, training and promotion.
",No,No,No,No,No,Yes,No,No,No,No,,,,(605) 274-3714,() -
1712207,South Dakota,SHARPhub South Dakota,414 E. Clark St.,57069,,Vermillion,South Dakota,http://sdepscor.org/2019/sd-sharphub-life-science-and-biotechnology-proof-of-concept-rfp/,"The Sustainable Heartland Accelerator Regional Partnership (SHARP) Hub is a regional biomedical technology transfer accelerator program, funded by National Institutes of Health (NIH), designed to increase the number of biomedical technologies translated and new startups formed in the Dakotas, Kansas, Nebraska, and Oklahoma. Through SHARPhub, entrepreneurs can access training and mentoring, as well as connections with investors and partners, to assist them in spinning out their life science discoveries into startup companies, helping innovators accelerate the transfer of biomedical technology to the commercial market. A significant part of SHARPhub's focus is helping startups develop competitive SBIR (Small Business Innovation Research) and STTR grant applications to provide seed capital to fund R&D. Led by BBC Entrepreneurial Training and Consulting LLC (BBCetc), SHARPhub implements a three-pronged approach to include a mentoring program, an entrepreneurial training curriculum, and networking and outreach tools. These resources are available to universities or regional consortia to develop technology commercialization capacity in the health sciences. In South Dakota, the Dakota Research And Consulting Organization (DRACO) administers the South Dakota SHARPhub Life Science and Biotechnology Proof of Concept (POC) fund, which serves to advance the development of novel applied technologies that have potential for commercialization and economic development. DRACO is a South Dakota based, non-profit advising organization providing cost-effective services to entrepreneurs and start-up companies.",No,No,No,No,No,No,No,Yes,No,No,,,SDSHARPhubPOC@draco.bio ,() -,() -
1712209,Texas,Texas Gulf Coast Network,2302 Fannin,77002,Suite 200,Houston,Texas,https://www.sbdc.uh.edu/sbdc/,"The University of Houston Texas Gulf Coast SBDC Network is a business advising and training network of centers responsible for providing assistance to small business entrepreneurs at all of its 14 locations throughout Southeast Texas. SBDC advising staff offers confidential, one-on-one, no cost, professional business advising to assist entrepreneurs and small business owners in various stages of the business life cycle: pre-venture or early stage, startup, expansion, growth and exit.",No,No,No,No,Yes,No,No,No,No,No,,,,(713) 752-8425,() -
1712211,Texas,South-West Texas Border SBDC Network,501 W. Cesar E. Chavez Blvd.,78207,,San Antonio,Texas,https://txsbdc.org/,"The South-West Texas Border Small Business Development Center (SBDC) Network provides consulting and technical assistance to the small business community. It is comprised of 10 field offices located throughout its 79-county service region which provide business advising, training, and research services. SBDCs offer management counseling in areas including accounting, financing and loan packaging, capital acquisition, business planning, marketing, human resources, economic development, strategic planning, and financial analysis. The SBDCs also provide specialized assistance in international trade, government contracting, and rural development issues.",Yes,No,No,No,Yes,No,No,No,No,No,,,,(210) 458-2450,
1712213,Texas,North Texas SBDC,1402 Corinth St.,75215,Suite 2100,Dallas,Texas,http://www.ntsbdc.org/,"The North Texas Small Business Development Center (NTSBDC) network provides counseling and training to established and start-up small businesses. NTSBDC is comprised of 12 SBDCs located throughout the 49 counties in the North Texas region. NTSBDC offers free counseling in such areas as new business feasibility and start-up, business plan preparation, financial, and general management strategies.",No,No,No,No,Yes,No,No,No,No,No,,,contact@ntsbdc.org ,(214) 860-5831,() -
1712215,Utah,Utah Innovation Center,9690 S. 300 West,84070,"Bldg. 5, Suite 214",Sandy,Utah,https://business.utah.gov/utah-innovation-center/,"The Utah Governor's Office of Economic Development's (GOED) Innovation Center assists small businesses statewide to apply for the federal Small Business Innovation Research (SBIR) and Small Business Technology Transfer (STTR) funding programs, giving Utah technology-oriented companies a distinct advantage in today's competitive environment. Targeted industries include: aerospace and defense; energy; financial services; life sciences; outdoor products and recreation; and software and IT. The Center is a statewide resource dedicated to providing qualified Utah businesses assistance and insights into all the elements of the SBIR-STTR process, and supports companies considering applying, as well as those experienced in the grant process. Workshops are offered for entrepreneurs planning on applying for specific SBIR-STTR solicitations, such as the National Science Foundation or National Institutes of Health. It regularly hosts federal program managers, providing one-one-one meetings for Utah innovators with federal decision-makers, and SBIR/STTR related events such as panel discussions. The SBIR Center offers a full range of services to small businesses interested in SBIR and STTR funding including: consultations; training, workshops and seminars; proposal guidance and evaluation; editing and writing; and submission assistance. The Utah Innovation Center is located at and in partnership with Salt Lake Community College, Miller Campus.",No,No,No,No,No,Yes,No,No,No,No,,,utahsbir-sttrcenter@utah.gov ,(801) 957-5249,() -
1712217,Utah,Grow Utah,450 South Simmons Way,84037,,Kaysville,Utah,http://www.growutah.com/,"Grow Utah is a non-profit entrepreneur development organization dedicated to accelerate the creation of innovative, entrepreneur-led, high-growth businesses that will strengthen and expand the future growth of Utah's economy. Grow Utah fosters entrepreneurship across the state by: Organizing and host startup contests in various industry clusters across the state to help identify promising startups in need of resources; Hosting and running hundreds of startup conferences and events to promote and highlight Utah entrepreneur activity; Organizing and lead community work-groups to help grow entrepreneur activity across Utah cities and regions; and Working with state partners, such as Higher Education, to lead and assist in startup growth efforts.",No,No,No,No,No,Yes,No,No,No,No,,,info@growutah.com ,(801) 593-2269,() -
1712219,Vermont,VT Agency of Commerce and Community Development: ThinkVermont Innovation Grants,One National Life Dr.,5620,"Deane C. Davis Bldg, 6th Floor",Montpelier,Vermont,https://accd.vermont.gov/economic-development,"The Agency of Commerce and Community Development (ACCD) encompasses three major state departments and many programs that serve the Vermont public by enhancing the Vermont business climate. ACCD's ThinkVermont Innovation Grant Program was created to respond to the growth needs of Vermont small businesses with 20 or fewer employees by funding innovative strategies that accelerate small business growth. It is designed to fund projects in areas that have been identified as crucial to the growth needs of Vermont's small businesses. Grants will support workforce training and recruitment, facility enhancements, broadband access, as well as help leverage federal funding (such as Small Business Innovation Research [SBIR] grants), support growth in aerospace, aviation, or aviation technology, or provide technical assistance. ",No,No,No,No,No,Yes,No,No,No,No,Nick Grimley,Director Entrepreneurship & Tech Commercialization,nick.grimley@vermont.gov ,(802) 798-2328,() -
1712221,Vermont,Vermont Center for Emerging Technologies (VCET),23 Mansfield Ave.,5401,,Burlington,Vermont,https://vcet.co/,"The Vermont Center for Emerging Technologies (VCET) is a non-profit organization that offers programs and capital funds to select early stage firms and substantive business mentoring, along with traditional business incubator services and infrastructure. VCET offers coaching and consulting by its experienced staff and executives in residence, access to three coworking spaces (the Burlington facility, Farrell Hall at UVM, and an incubator at Middlebury College), curated mentorship, personalized content and resources, and more. VCET helps its clients prepare for and identify the financial support it needs to start and scale through direct investment either by the Vermont Seed Capital Fund, or accessing research and private grants. VCET works with inventors, start-ups, spin offs, and early stage companies with several million in sales.",No,No,No,No,No,Yes,No,No,No,No,,,,() -,() -
1712223,Vermont,LaunchVT,60 Main St.,5401,,Burlington,Vermont,https://www.launchvt.com/,"LaunchVT provides early-stage acceleration programs, resources, and capital for businesses to prep, launch, and succeed in Vermont. LaunchVT provides intensive mentorship and business acceleration services to cohorts of eight entrepreneurs. The program runs from mid-April to mid-June and features a Demo Day where LaunchVT awards $35,000 in cash, and over $100,000 in services.",No,No,No,No,No,Yes,No,No,No,No,,,,(802) 863-3489 x212,() -
1712225,Vermont,DRIVEN: Accelerating Medical Entrepreneurship in the Northeast,16 Cavendish Court,3766,Suite 240,Lebanon,New Hampshire,,"This project describes the formation, launch and operation of the DRIVEN Accelerator Hub, with the express goal of reducing morbidity and mortality by increasing the number of medical entrepreneurs and their level of competency. The Hub is focused on the Northeast and, in collaboration with similar Hubs, will contribute nationwide. It will, in a facile, complete, and accessible way, provide the knowledge, skills, and training necessary for technically savvy innovators to become successful entrepreneurs. The overarching task is to codify a sufficient set of translatable best practices and knowledge resources, then organize, disseminate, and support the consumption of same, using methods that are scientifically valid and ultimately, sustainable.",No,No,No,No,No,No,No,Yes,No,No,,,info@drivenacceleratorhub.com,(802) 656-0937,() -
1712227,Virgin Islands,UVI Research and Technology Park,7 King St.,820,2nd Floor,St. Croix,Virgin Islands,https://www.uvirtpark.net/,"The University of the Virgin Islands Research and Technology Park (RTPark) is an economic development program specializing in technology and knowledge-based business attraction in the US Virgin Islands (USVI).  It is a partnership between the private sector, the government of the US Virgin Islands, and the University of the Virgin Islands (UVI). Benefits include special programs such as ACCELERATE VI, a program targeted for local, high growth startup founders that will provide participating, early-stage companies tools to grow and scale in the U.S. Virgin Islands. ACCELERATE VI is RTPark's initiative to develop and attract young technology firms through a three-month, intensive business acceleration program. The goal of ACCELERATE VI is to focus on growing and expanding local VI technology firms.",No,No,No,No,No,Yes,No,No,No,No,,,info@uvirtpark.net ,(340) 474-0922,() -
1712229,New York,Long Island Bioscience Hub (LIBH),100 Nicolls Rd.,11794,"Bioengineering Bldg., 2nd  Floor",Stony Brook,New York,https://centerforbiotechnology.org/who-we-are/long-island-bioscience-hub/,"The Center for Biotechnology (CFB), a New York State Center for Advanced Technology, in collaboration with Stony Brook University, Cold Spring Harbor Laboratory, Brookhaven National Laboratory and the Feinstein Institute for Medical Research, and with additional support provided by the National Institutes of Health REACH initiative (Research Evaluation and Commercialization Hub), Research Foundation for SUNY, and Empire State Development, has formed the Long Island Bioscience Hub. The Long Island Bioscience Hub (LIBH) aims to foster the development of therapeutics, preventatives, diagnostics, devices and research tools emerging from LIBH partner institutions that address diseases within the NIH's mission. The development of these technologies is supported by several funding mechanisms as well as a comprehensive suite of technology commercialization services that will help faculty innovators move their academic innovations into the commercial sector via a start-up company, licensing opportunity, and/or a strategic partnership.",No,No,No,No,No,No,No,Yes,No,No,,,center_for_biotechnology@stonybrook.edu,(631) 632-8577,() -
1712231,Washington,Washington State Department of Commerce: StartUp Washington,2001 6th Ave.,98121,Suite #2600,Seattle,Washington,http://startup.choosewashingtonstate.com/,"StartUp Washington offers several programs including: ScaleUp - a 35-hour intensive program designed to provide small business owners with additional skills in financial mastery, operational efficiencies, and marketing; Thrive! - designed to take second-stage companies to the next level; Global Entrepreneurship Month (held every November) - a series of events, webinars, competitions, panels, showcases and learning opportunities geared to entrepreneurs or future entrepreneurs who are interested in starting their own businesses; and Startup Centers - offer entrepreneurs, startups, and small businesses a suite of consulting, mentoring, and educational programs and services designed to jump-start and grow local businesses.",No,No,No,No,No,Yes,No,No,No,No,,,,() -,() -
1712233,Washington,Washington Entrepreneurial Research Evaluation and Commercialization Hub (WE-REACH),1601 NE Columbia Rd.,98195,Room 242,Seattle,Washington,https://www.washington.edu/we-reach/,"The Washington Entrepreneurial Research Evaluation and Commercialization Hub (WE-REACH), hosted at the University of Washington, is a public/private partnership designed to facilitate and accelerate the transformation of regional health research innovations into market ready products and services. WE-REACH will build on strengths and integration of the entrepreneurial and translational environment in the region to identify and accelerate promising products, foster milestone-driven project plans and translational teams, and then work with experts to overcome the barriers to create marketable health products. WE-REACH training includes a Biomedical Innovation Bootcamp designed for academic innovators with an idea they think has potential for impact, and the Bootcamp will help them delve into the competitive landscape, understand regulatory processes, estimate costs and revenues, and be alert to legal issues. WE-REACH awards are available for the commercial product development of promising biomedical technologies with high potential for an impact on health. WE-REACH provides resources and project funding up to $200,000 in direct costs to accelerate impactful product development based on innovations in the life sciences.",No,No,No,No,No,No,No,Yes,No,No,,,wereach@uw.edu ,(561) 339-0676,() -
1712235,Colorado,University of Colorado Denver: Colorado REACH,13001 East 17th Place,80045,,Aurora,Colorado,https://www1.ucdenver.edu/sites/spark,"With a goal to increase the speed and success rate of translating biomedical academic discoveries into products improving human health, the Colorado REACH hub at the University of Colorado Anschutz Medical Campus (CU Anschutz)  incorporates industry expertise, mentorship, skills development, and access to funding and relevant resources to guide inventors from ideation through proof-of- concept studies to early stages of product development. REACH leverages the existing SPARK Colorado infrastructure in taking commercialization of CU Anschutz technologies to new heights. The SPARK Colorado program, a commercialization initiative, assists CU Anschutz faculty and researchers in the process of transitioning their discoveries into products that will improve health. The program provides funding, industry mentorship, and a curriculum tailored to the needs of participating members. Current projects span biomedicine ranging from surgery, ophthalmology to oncology. The aims of the REACH and SPARK programs are complementary, namely providing faculty and researchers early on with necessary skillsets and resources regarding product development, project management, and commercialization.",No,No,No,No,No,No,No,Yes,No,No,,,info@cuanschutz.edu ,(303) 724-3720,() -
1712237,Arizona,Arizona Manufacturing Extension Partnership (Arizona MEP),100 N. 7th Ave.,85007,Suite 400,Phoenix,Arizona,https://www.azcommerce.com/programs/arizona-mep,"Arizona Commerce AuthorityThe Arizona Commerce Authority (ACA) is the leading economic development organization in Arizona with a mission to grow and strengthen Arizona's economy. The ACA works with existing companies to grow their business in Arizona and beyond; and partners with entrepreneurs and companies large and small to create new jobs and businesses in targeted industries.  ACA has several programs for small businesses and for innovation and entrepreneurship. http://www.azcommerce.com/&nbsp;Arizona Innovation Challenge (AIC) The Arizona Innovation Challenge (AIC) is a business plan competition offered annually designed to advance innovation and technology commercialization opportunities in Arizona by helping early-stage ventures scale. Up to 10 companies are awarded up to $150,000 each, representing non-dilutive capital. Each awardee is enrolled the ACA's mentor-led accelerator, Venture Ready.https://www.azcommerce.com/programs/arizona-innovation-challenge/&nbsp;SBIR/STTR Resource CenterThe Arizona Commerce Authority helps educate Arizona Small Businesses and connect them with resources to better compete for funding through the SBIR/STTR program.https://www.azcommerce.com/programs/sbirsttr-resource-center/&nbsp;Arizona STEP GrantAssists Arizona small businesses to enter export markets for the first time or as they expand into new markets.https://www.azcommerce.com/programs/arizona-step-grant/&nbsp;",No,No,No,No,No,No,Yes,No,No,No,,,,(602) 845-1256,() -
1712239,Arizona,"Integrative Business Services, Inc. dba Strategy 1: Optics Valley Initiative",2114 W. Grant St.,85745,Suite 19,Tucson,Arizona,https://www.aztechcouncil.org/optics-valley-arizona/,"The mission of Optics Valley, a committee of the Arizona Technology Council, is to catalyze, convene and connect optics, photonics, astronomy and the supporting business interests throughout Arizona. Led by Strategy1, a Tucson based consultancy, the Optics Valley initiative also collaborates with Pima Community College, and the University of Arizona's Tech Launch Arizona and Tech Park Arizona to support activities such as workforce development programs, direct mentoring and coaching, and professional programs for existing companies in the industry.",No,No,Yes,No,No,No,No,No,No,No,,,,(520) 906-8252,() -
1712241,California,University of California Center for Accelerated Innovation,,,,,,https://uccai.ctsi.ucla.edu/,"The mission of the University of California Center for Accelerated Innovation (UC CAI), a collaboration of the five UC medical campuses, is to translate NHLBI- and NIDA-funded discoveries to improve health and health care and address unmet medical needs. The transition is accelerated by applying business and product-development practices from the biomedical industry to advance the most promising technologies toward commercialization. UC CAI offers a Biomedical Pitch Day, a forum for UC Faculty to pitch advanced translational programs (devices, health IT/wireless, diagnostics and tools) to a group of potential investors. Other resources are available for skills development (SBIR/STTR, Entrepreneurship Training, and Technology Commercialization), as well as additional resources for researchers.
UC Biomedical Research Acceleration, Integration and Development (BRAID) oversees CAI, which leverages the expertise and resources of the five BRAID medical center campuses (UC Irvine, UC Los Angeles, UC San Diego, UC Davis and UC San Francisco), and works to translate leading-edge discoveries into innovative products with high-commercial potential.",No,No,No,No,No,No,No,Yes,No,No,,,info@ucbraid.org ,() -,() -
1712243,Massachusetts,Massachusetts Clean Energy Center,63 Franklin St.,2210,3rd Floor,Boston,Massachusetts,https://www.masscec.com/,"Massachusetts Clean Energy Center (MassCEC) is a state economic development agency dedicated to accelerating the growth of the state's clean energy economy while helping to meet the Commonwealth's clean energy, climate, and economic development goals. MassCEC funds more than 40 programs including incentives for clean energy technology installations, financing for early stage companies and technology development. MassCEC's AmplifyMass program provides funding of up to $500,000 for academic or company projects pursuing cost share or adders for a federal/non-federal prime award (such as awards from ARPA-E, NSF, DOE, and USABC), as well as funding of up to $100,000 for academic projects that are not tied directly to a prime grant. In these cases, projects must aim to commercialize or substantially de-risk an innovation that falls within MassCEC's mission. MassCEC's Catalyst Program, jointly administered by MassCEC and the Massachusetts Technology Transfer Center (MTTC), provides grants of up to $65,000 to researchers and early-stage companies looking to demonstrate initial prototypes of their clean energy technologies. ",No,No,No,No,No,Yes,No,No,No,No,,,info@masscec.com ,(617) 315-9300,() -
1712245,California,Central California SBDC Regional Network,1735 M St.,95340,,Merced,California,https://centralcasbdc.com/,"The Central California SBDC Network, hosted at the University of California Merced, is the lead Small Business Development Center for the Central California region with six dedicated SBDC centers in the network serving 14 counties in Central California. Services include no-cost, personalized, confidential, one-on-one advising, and no to low cost training and workshops. Expert consultants support entrepreneurs and small to medium size businesses by providing assistance across multiple disciplines, including preparing a strategic plan, developing digital marketing strategies, streamlining operations, accessing capital, and launching an innovative technology start-up.",No,No,No,No,Yes,No,No,No,No,No,,,casbdc@ucmerced.edu ,(209) 228-3506,() -
1712247,California,Los Angeles Regional SBDC Network,4900 E. Conant St.,90808,"Bldg. O2, Suite 108",Long Beach,California,https://smallbizla.org/,"The Los Angeles SBDC Network, hosted at Long Beach City College, is the lead Small Business Development Center across Los Angeles, Santa Barbara, and Ventura Counties. It is comprised of eight primary service locations and more than 20 satellite locations throughout the tri-county region. The LA SBDC Network provides small business entrepreneurs with no-cost, confidential, business advising services, low-cost training opportunities, and no-cost/low-cost business workshops including webinars on SBIR/STTR programs. Services include business planning, finance and accounting, marketing, and more.",No,No,No,No,Yes,No,No,No,No,No,,,,(562) 938-5020,() -
1712249,California,Northern California Regional SBDC,416 3rd St.,95501,,Eureka,California,https://www.norcalsbdc.org/,"The Northern California Small Business Development Centers (Norcal SBDC), the regional lead center of which is hosted at Humboldt State University, is a nonprofit network made up of 18 centers dedicated to helping small businesses located in Northern California with every aspect of business creation, growth, management, and operation. Services include confidential, no-cost, one-on-one business advising, funding assistance, and affordable trainings and workshops on various topics including on the SBIR/STTR program. Specialty programs that Norcal SBDC offers includes the Tech Futures Group, which works with tech companies in all verticals with no-cost access to its experienced advisors who specialize in pitching to VCs/Angels, IP issues, financial modeling, and SBIR/STTR grants. Another specialty program is the Northern California Procurement Technical Assistance Center (Norcal PTAC), which helps businesses in Del Norte, Humboldt, Mendocino, Shasta, Siskiyou, Solano, and Trinity counties to more effectively compete in the government-contracting marketplace. Norcal SBDC's International Trade Initiative provides guidance and outcomes for small and medium sized businesses to enhance their exporting success.",No,No,No,No,Yes,No,No,No,No,No,,,,(707) 826-3919,() -
1712251,California,Orange County Inland Empire SBDC Lead Center,1 Banting,92618,Suite A,Irvine,California,https://ociesmallbusiness.org/,"The Orange County Inland Empire Small Business Development Center Network, the lead center of which is hosted at California State University, offers no cost business consulting, training, and online courses to entrepreneurs and business owners throughout the Orange, Riverside, and San Bernardino counties. It has created specialty tech centers located throughout the Orange, Riverside, and San Bernardino county region called SBDCtech. SBDCTech offers guidance in starting new tech ventures, obtaining angel or venture capital, and SBIR/STTR assistance. The SBDCtech programs include: LaunchPad SBDC, hosted by OCTANE, which assists later stage, high-tech companies looking to raise their first round of institutional funding; the SBDC @ UCI Applied Innovation, for any high-technology, high-growth, scalable venture from both the Orange County and UCI ecosystem that needs assistance with business planning, business development, and funding-readiness; and EPIC SBDC hosted by UCR, which provides innovators and entrepreneurs with guidance on the development of their SBIR and STTR proposals, and assists them throughout the three phases of the grant process.",No,No,No,No,Yes,No,No,No,No,No,,,,(657) 278-1801,() -
1712253,California,San Diego & Imperial Regional Network,880 National City Blvd.,91950,Suite 7118,National City,California,http://www.sdivsbdc.org/,"The San Diego & Imperial Valley Small Business Development Center (SBDC) network, the lead center of which is hosted at Southwestern College, provides a vast array of no cost and low cost support to entrepreneurs and small businesses through its eight locations in Carlsbad (North San Diego), National City (South San Diego), University of San Diego (SBDC The Brink), Kearny Mesa (Asian Business Association SBDC), El Cajon (East County SBDC), City Heights/El Cajon (IRC SBDC), UTC (CONNECT SBDC), and El Centro (Imperial Valley). The SBDC provides business advising services on business planning, management, lending, and marketing. It also offers training workshops on topics such as technology commercialization, SBIR/STTR writing, international trade, cybersecurity, financial reporting, and more.",No,No,No,No,Yes,No,No,No,No,No,,,sdsbdc@swccd.edu ,(619) 482-6391,() -
1712255,California,UC Riverside EPIC SBDC: SBIR/STTR Resource Center,900 University Ave.,92521,,Riverside,California,https://sbir.ucr.edu/,"The University of California Riverside's EPIC SBDC is an expansion of services provided by UCR's Entrepreneurial Proof of Concept and Innovation Center (EPIC). EPIC SBDC provides early stage tech entrepreneurs and companies support to grow their businesses at no cost. Services include specialized consulting, training programs and workshops, access to capital, and SBIR/STTR assistance. EPIC SBDC offers UCR faculty and small businesses in Inland Southern California comprehensive SBIR/STTR proposal support. The SBIR/STTR Resource Center helps clients: Locate agencies offering relevant SBIR/STTR funding; Understand the SBIR/STTR programs and requirements; Connect and communicate with the agency's program manager; Connect with University resources, students, faculty experts; Review and improve proposal drafts; Produce a viable commercialization plan; Find resources for the company; and Build a team and connect to potential partners.",No,No,No,No,No,Yes,No,No,No,No,,,sbir@ucr.edu,(951) 827-1012,() -
1712257,California,Tech Futures Group,2120 University Ave.,94704,,Berkeley,California,https://www.techfuturesgroup.org/,"Tech Futures Group (TFG) is a program of the Northern California Small Business Development Center Network (NorCal SBDC) focusing exclusively on advising qualified technology clients located in the NorCal SBDC network coverage area. It is one of three initiatives designed to extend the reach of the SBDC to niche entrepreneurial groups, such as tech startups, triple bottom line firms, and importers and exporters. TFG works with tech companies in verticals including software, hardware, mobile, internet, telecom, life sciences, clean tech, and bio tech. TFG clients work one-on-one with advisors. Each client is paired with an Entrepreneur-in-Residence (""EIR""), and has access to a team of specialist advisors in intellectual property, fundraising, financial planning and projections, and federal grants, including assistance in applying for Small Business Innovation Research (SBIR) and Small Business Technology Transfer (STTR) federal grants.",No,No,No,No,Yes,No,No,No,No,No,,,Info@techfuturesgroup.org,(415) 494-7232,
1712259,California,Oak Crest Institute of Science: Monrovia - Oak Crest Science and Technology Incubator Program (MOST-IP),132 W. Chestnut Ave.,91016,,Monrovia,California,https://www.oak-crest.org/,"Oak Crest Institute of Science (OCIS), a non-profit science research and education organization, is launching the Monrovia - Oak Crest Science and Technology Incubator Program (MOST-IP) in collaboration with the City of Monrovia and Newton World Enterprises LLC. MOST-IP is an innovative science and technology initiative aimed at building regional capacity to translate innovations into jobs through proof-of-concept and commercialization assistance to innovators and entrepreneurs. MOST-IP will develop and mature internal and external discoveries into products, provide access to laboratory infrastructure, scientific know-how and high-end equipment, teach scientists and diverse students basic entrepreneurial concepts, and support the formation and sustainability of startups through continuing business services. By providing access to all these pieces together, MOST-IP removes barriers not only in early technology development but also in long-term business success and survival. This will create a pipeline that can translate lab discoveries into products in an agile, low-cost manner, while sustaining MOST-IP through a broad mix of laboratory lease income, scientific services and equity / licensing agreements. The intellectual and existing physical layout of MOST-IP ensures support of startups, particularly in the critical early technology readiness levels where hurdles are high and funding is scarce. MOST-IP will also serve a diverse population of future entrepreneurs through business seminars and an internship program, in collaboration with local schools, colleges and workforce development organizations.",No,No,No,No,No,No,No,No,Yes,No,,,info@oak-crest.org ,(626) 817-0883,() -
